participant_id,age,industry,role,company_size,years_experience,work_location,primary_device,hours_worked_per_day,current_auth_method,daily_auth_count_current,avg_auth_time_seconds_current,zta_policy_tested,zta_auth_count_per_day,zta_interruptions_per_session,avg_auth_time_seconds,baseline_task_completion_seconds,actual_task_completion_seconds,productivity_impact_percent,time_spent_authenticating_daily_minutes,estimated_productivity_loss_minutes,frustration_score,perceived_security_score,willingness_to_use_score,workflow_disruption_score,overall_satisfaction_score,would_circumvent_security,authentication_failures,reported_errors_during_task,preferred_auth_frequency_hours,preferred_auth_methods,acceptable_for_production,felt_secure,would_recommend
P443,59,Retail,Analyst,Large,31,Office,Tablet,9.3,Password-only,4,21,Traditional,4,2,21,300,351,17.0,1.4,94.36,3.21,5.78,8.92,2.53,4.74,No,0,0,24.0,Mobile App,No,No,Yes
P443,59,Retail,Analyst,Large,31,Office,Tablet,9.3,Password-only,4,21,Adaptive ZTA,10,10,5,300,360,20.0,0.83,111.01,3.74,8.27,6.98,5.47,4.01,No,0,1,24.0,"Mobile App, SSO",No,Yes,No
P444,42,Retail,Analyst,Enterprise,20,Office,Desktop,8.6,Biometric,2,14,Aggressive ZTA,43,47,8,300,675,100.0,5.73,514.23,7.78,8.29,1.08,8.95,1.0,Yes,1,1,2.0,SSO,No,Yes,No
P444,42,Retail,Analyst,Enterprise,20,Office,Desktop,8.6,Biometric,2,14,Biometric ZTA,40,5,3,300,333,11.0,2.0,56.57,3.33,7.63,9.81,2.37,5.43,No,2,0,4.0,"Mobile App, Hardware Token",No,Yes,Yes
P445,59,Tech,Executive,Enterprise,8,Remote,Mobile,7.4,Password-only,8,15,Traditional,8,2,15,300,330,10.0,2.0,44.55,2.79,4.65,8.67,2.07,4.62,No,0,0,4.0,"Biometric, Password, Email Link",No,No,Yes
P445,59,Tech,Executive,Enterprise,8,Remote,Mobile,7.4,Password-only,8,15,Adaptive ZTA,10,12,6,300,356,18.67,1.0,83.16,3.42,7.2,6.49,5.14,3.78,No,0,0,1.0,"Biometric, SSO",No,Yes,No
P446,43,Healthcare,Specialist,Medium,2,Remote,Desktop,8.6,Biometric,5,25,Aggressive ZTA,44,30,9,300,566,88.67,6.6,459.88,7.68,8.11,3.05,7.07,1.6,Yes,1,1,0.25,Hardware Token,No,Yes,No
P447,36,Tech,Manager,Large,6,Remote,Laptop,8.5,Password+SMS,8,25,Biometric ZTA,33,6,2,300,294,-2.0,1.1,-10.24,2.6,7.07,7.69,2.47,4.92,No,0,0,4.0,"Password, Hardware Token",No,Yes,Yes
P447,36,Tech,Manager,Large,6,Remote,Laptop,8.5,Password+SMS,8,25,Traditional,8,2,25,300,343,14.33,3.33,73.36,2.3,4.01,8.26,3.25,4.18,No,0,0,4.0,"Hardware Token, Email Link",No,No,Yes
P448,60,Government,Executive,Medium,17,Hybrid,Tablet,7.1,Password+SMS,2,25,Aggressive ZTA,33,26,14,300,650,100.0,7.7,425.19,9.23,9.75,1.6,8.71,1.0,Yes,1,1,1.0,"Biometric, Hardware Token",No,Yes,No
P448,60,Government,Executive,Medium,17,Hybrid,Tablet,7.1,Password+SMS,2,25,Traditional,2,3,25,300,371,23.67,0.83,100.63,2.43,4.05,7.02,3.66,3.74,No,0,0,2.0,"SSO, Mobile App, Email Link",No,No,Yes
P449,47,Tech,Specialist,Large,20,Home,Laptop,8.8,SSO,8,26,Traditional,8,3,26,300,361,20.33,3.47,107.96,3.71,5.89,8.86,2.61,4.61,No,0,0,0.25,Mobile App,No,No,Yes
P450,35,Retail,Engineer,Large,6,Office,Mobile,9.3,Password-only,4,18,Adaptive ZTA,10,9,12,300,401,33.67,2.0,188.09,3.36,8.27,8.86,5.38,4.6,No,0,1,0.25,Biometric,No,Yes,Yes
P451,37,Insurance,Support,Medium,16,Home,Desktop,7.2,Password-only,7,27,Traditional,7,2,27,300,361,20.33,3.15,87.78,3.66,4.82,8.95,3.15,4.24,No,0,0,24.0,"Email Link, Mobile App",No,No,Yes
P451,37,Insurance,Support,Medium,16,Home,Desktop,7.2,Password-only,7,27,Biometric ZTA,35,3,4,300,293,-2.33,2.33,-10.07,4.01,8.93,7.56,3.07,4.85,No,0,0,24.0,"SSO, Password, Email Link",No,Yes,Yes
P452,36,Banking,Support,Medium,10,Home,Mobile,9.0,SSO,5,20,Aggressive ZTA,53,45,13,300,891,100.0,11.48,538.55,7.52,8.8,2.4,8.04,1.41,No,2,6,24.0,"Email Link, Password",No,Yes,No
P452,36,Banking,Support,Medium,10,Home,Mobile,9.0,SSO,5,20,Biometric ZTA,33,4,5,300,305,1.67,2.75,8.98,3.81,8.77,8.0,2.08,5.22,No,1,0,24.0,"Email Link, Hardware Token, Biometric",No,Yes,Yes
P453,43,Tech,Executive,Large,6,Home,Desktop,9.5,LDAP,8,23,Traditional,8,1,23,300,335,11.67,3.07,66.32,3.09,5.04,8.15,2.51,4.4,No,0,0,8.0,"Mobile App, SSO, Biometric",No,No,Yes
P453,43,Tech,Executive,Large,6,Home,Desktop,9.5,LDAP,8,23,Aggressive ZTA,40,48,20,300,1263,100.0,13.33,568.44,8.65,8.79,2.97,8.18,1.23,Yes,2,6,24.0,Hardware Token,No,Yes,No
P454,62,Insurance,Manager,Enterprise,13,Office,Tablet,7.4,Hardware Token,2,30,Adaptive ZTA,11,11,9,300,392,30.67,1.65,136.77,4.63,7.19,8.44,3.07,4.49,No,0,0,0.25,Hardware Token,No,Yes,Yes
P455,65,Healthcare,Admin,Medium,8,Remote,Laptop,9.1,Password+SMS,4,26,Adaptive ZTA,13,8,9,300,379,26.33,1.95,143.68,4.86,8.84,7.91,4.78,4.28,No,0,1,2.0,"Mobile App, Biometric",No,Yes,Yes
P455,65,Healthcare,Admin,Medium,8,Remote,Laptop,9.1,Password+SMS,4,26,Aggressive ZTA,38,47,15,300,1009,100.0,9.5,545.61,9.26,9.54,2.27,8.76,1.0,Yes,0,7,2.0,SSO,No,Yes,No
P456,27,Insurance,Support,Large,1,Office,Tablet,8.1,Password+Email,7,27,Aggressive ZTA,45,26,13,300,637,100.0,9.75,488.37,8.66,9.41,2.35,8.84,1.07,No,2,1,24.0,"Biometric, Password, SSO",No,Yes,No
P456,27,Insurance,Support,Large,1,Office,Tablet,8.1,Password+Email,7,27,Adaptive ZTA,9,7,12,300,381,27.0,1.8,131.86,5.09,7.78,8.77,4.96,4.12,No,0,0,4.0,Email Link,No,Yes,Yes
P457,55,Insurance,Manager,Enterprise,19,Hybrid,Mobile,8.3,LDAP,3,6,Traditional,3,1,6,300,316,5.33,0.3,26.5,2.97,4.01,8.55,3.61,3.99,No,0,0,0.25,"Hardware Token, Email Link",No,No,Yes
P458,43,Insurance,Analyst,Large,4,Home,Laptop,8.3,Password-only,3,9,Biometric ZTA,36,7,4,300,348,16.0,2.4,79.82,3.63,7.84,7.1,2.31,4.75,No,0,1,0.25,Mobile App,No,Yes,Yes
P458,43,Insurance,Analyst,Large,4,Home,Laptop,8.3,Password-only,3,9,Traditional,3,3,9,300,329,9.67,0.45,48.22,2.95,5.01,7.49,3.86,3.92,No,0,0,0.25,Biometric,No,No,Yes
P459,58,Tech,Analyst,Medium,35,Remote,Laptop,9.9,SSO,6,13,Biometric ZTA,23,6,2,300,306,2.0,0.77,11.9,2.61,7.6,9.24,2.17,5.52,No,0,0,4.0,Biometric,No,Yes,Yes
P460,55,Government,Developer,Medium,9,Home,Desktop,9.0,SSO,3,20,Biometric ZTA,23,3,5,300,330,10.0,1.92,53.95,3.9,8.08,9.41,1.44,5.54,No,0,0,24.0,SSO,No,Yes,Yes
P460,55,Government,Developer,Medium,9,Home,Desktop,9.0,SSO,3,20,Traditional,3,3,20,300,344,14.67,1.0,79.13,3.13,4.49,8.51,3.68,4.05,No,0,0,24.0,"SSO, Biometric",No,No,Yes
P461,49,Banking,Executive,Large,1,Hybrid,Tablet,8.3,Password+Email,7,28,Aggressive ZTA,45,44,20,300,1192,100.0,15.0,500.97,9.67,9.29,3.27,7.47,1.36,Yes,1,2,24.0,SSO,No,Yes,No
P462,60,Banking,Engineer,Small,6,Office,Mobile,7.8,Hardware Token,8,9,Biometric ZTA,30,4,4,300,315,5.0,2.0,23.5,4.57,7.94,8.46,3.27,4.64,No,1,0,1.0,Email Link,No,Yes,Yes
P462,60,Banking,Engineer,Small,6,Office,Mobile,7.8,Hardware Token,8,9,Adaptive ZTA,15,10,6,300,356,18.67,1.5,87.72,4.89,8.87,8.62,4.78,4.46,No,0,0,1.0,Password,No,Yes,Yes
P463,34,Education,Support,Medium,6,Hybrid,Mobile,8.8,Biometric,7,18,Aggressive ZTA,55,49,19,300,1229,100.0,17.42,527.6,7.57,9.37,3.14,8.66,1.57,No,2,7,4.0,Biometric,No,Yes,No
P464,40,Retail,Analyst,Large,11,Remote,Mobile,7.7,Password+Email,7,30,Adaptive ZTA,15,10,7,300,366,22.0,1.75,102.13,4.82,7.51,8.9,5.44,4.04,No,0,1,0.25,Mobile App,No,Yes,Yes
P464,40,Retail,Analyst,Large,11,Remote,Mobile,7.7,Password+Email,7,30,Biometric ZTA,35,5,4,300,332,10.67,2.33,49.52,3.7,7.4,7.15,2.28,4.64,No,0,0,2.0,"SSO, Mobile App",No,Yes,Yes
P465,29,Tech,Manager,Small,1,Hybrid,Laptop,8.6,Password-only,8,7,Aggressive ZTA,59,48,18,300,1171,100.0,17.7,518.73,7.61,9.78,2.7,7.03,1.96,Yes,1,4,2.0,Hardware Token,No,Yes,No
P465,29,Tech,Manager,Small,1,Hybrid,Laptop,8.6,Password-only,8,7,Traditional,8,1,7,300,326,8.67,0.93,44.96,3.21,5.5,8.86,2.71,4.61,No,0,0,0.25,"Password, Mobile App, Hardware Token",No,No,Yes
P466,32,Manufacturing,Analyst,Large,1,Hybrid,Tablet,7.4,Password+Email,2,23,Biometric ZTA,27,3,5,300,334,11.33,2.25,50.14,2.5,7.35,7.66,1.32,5.3,No,1,0,2.0,"Password, SSO, Email Link",No,Yes,Yes
P467,35,Retail,Admin,Enterprise,7,Home,Tablet,9.6,Hardware Token,5,19,Traditional,5,2,19,300,331,10.33,1.58,59.22,3.76,4.98,8.58,3.05,4.19,No,0,0,2.0,"Password, SSO, Email Link",No,No,Yes
P467,35,Retail,Admin,Enterprise,7,Home,Tablet,9.6,Hardware Token,5,19,Adaptive ZTA,11,10,7,300,354,18.0,1.28,103.16,4.8,8.4,7.13,5.36,3.84,No,0,0,1.0,"SSO, Mobile App",No,Yes,Yes
P468,37,Government,Analyst,Medium,16,Home,Laptop,8.4,Password-only,7,23,Biometric ZTA,38,4,4,300,320,6.67,2.53,33.43,2.06,7.87,8.34,2.27,5.47,No,1,0,1.0,Mobile App,No,Yes,Yes
P469,45,Government,Specialist,Medium,8,Home,Laptop,9.9,LDAP,6,25,Traditional,6,1,25,300,315,5.0,2.5,29.81,2.18,5.39,7.1,2.16,4.54,No,0,0,0.5,"Hardware Token, SSO",No,No,Yes
P469,45,Government,Specialist,Medium,8,Home,Laptop,9.9,LDAP,6,25,Biometric ZTA,28,8,3,300,318,6.0,1.4,35.77,3.23,7.33,7.2,3.62,4.42,No,0,0,1.0,"SSO, Email Link, Hardware Token",No,Yes,Yes
P470,37,Banking,Analyst,Large,3,Hybrid,Desktop,8.6,Password-only,8,8,Adaptive ZTA,10,7,7,300,344,14.67,1.17,75.7,5.36,7.65,6.52,3.82,3.75,No,0,0,2.0,Hardware Token,No,Yes,No
P470,37,Banking,Analyst,Large,3,Hybrid,Desktop,8.6,Password-only,8,8,Biometric ZTA,21,5,3,300,303,1.0,1.05,5.16,2.73,8.22,8.1,3.35,5.06,No,0,0,2.0,Email Link,No,Yes,Yes
P471,29,Retail,Manager,Large,1,Office,Mobile,8.4,Password-only,5,9,Biometric ZTA,37,7,5,300,348,16.0,3.08,80.47,3.4,8.29,8.56,3.36,5.02,No,1,1,4.0,"Hardware Token, Password",No,Yes,Yes
P471,29,Retail,Manager,Large,1,Office,Mobile,8.4,Password-only,5,9,Adaptive ZTA,15,7,5,300,328,9.33,1.25,46.94,3.22,8.99,8.53,3.35,5.24,No,0,1,2.0,"Mobile App, Biometric",No,Yes,Yes
P472,42,Insurance,Analyst,Large,7,Home,Tablet,9.6,Password+SMS,8,25,Adaptive ZTA,14,8,7,300,337,12.33,1.63,71.01,5.7,8.81,6.76,4.2,3.92,No,0,1,0.5,"Hardware Token, SSO",No,Yes,No
P473,25,Retail,Manager,Enterprise,1,Hybrid,Tablet,9.7,SSO,4,6,Traditional,4,2,6,300,314,4.67,0.4,27.24,3.64,5.1,7.08,3.96,3.64,No,0,0,1.0,"Hardware Token, Mobile App",No,No,Yes
P473,25,Retail,Manager,Enterprise,1,Hybrid,Tablet,9.7,SSO,4,6,Adaptive ZTA,10,5,6,300,319,6.33,1.0,36.97,5.23,8.12,6.18,4.53,3.64,No,0,0,2.0,"Mobile App, Password",No,Yes,No
P474,51,Education,Executive,Medium,2,Office,Tablet,9.3,LDAP,6,23,Traditional,6,3,23,300,385,28.33,2.3,157.68,3.01,6.0,7.31,3.65,4.16,No,0,0,8.0,"Email Link, Mobile App, Hardware Token",No,No,Yes
P474,51,Education,Executive,Medium,2,Office,Tablet,9.3,LDAP,6,23,Adaptive ZTA,10,8,6,300,367,22.33,1.0,124.29,4.15,7.79,6.13,3.91,3.96,No,0,0,2.0,"Hardware Token, SSO, Email Link",No,Yes,No
P475,49,Government,Analyst,Small,3,Hybrid,Tablet,9.4,Password+Email,8,6,Biometric ZTA,25,7,5,300,322,7.33,2.08,41.19,2.24,7.92,9.7,2.85,5.63,No,1,1,1.0,"Password, Email Link, Mobile App",No,Yes,Yes
P476,62,Education,Manager,Large,38,Home,Desktop,9.4,Biometric,7,13,Biometric ZTA,30,6,4,300,335,11.67,2.0,66.11,4.92,8.98,7.15,2.78,4.61,No,0,0,24.0,Password,No,Yes,Yes
P476,62,Education,Manager,Large,38,Home,Desktop,9.4,Biometric,7,13,Aggressive ZTA,37,50,11,300,845,100.0,6.78,566.69,8.39,8.31,1.3,8.63,1.0,Yes,1,6,4.0,"Mobile App, Biometric",No,Yes,No
P477,37,Tech,Specialist,Enterprise,3,Remote,Tablet,9.4,LDAP,4,6,Biometric ZTA,35,2,4,300,311,3.67,2.33,20.78,2.35,7.47,9.64,2.48,5.57,No,0,0,2.0,"Hardware Token, Mobile App",No,Yes,Yes
P478,37,Tech,Executive,Medium,11,Office,Laptop,7.2,Biometric,5,7,Aggressive ZTA,47,38,15,300,855,100.0,11.75,434.82,9.8,9.59,3.09,7.46,1.36,No,0,3,0.25,Mobile App,No,Yes,No
P479,45,Education,Admin,Small,10,Office,Laptop,8.8,SSO,2,6,Aggressive ZTA,58,37,15,300,841,100.0,14.5,530.59,7.8,8.58,3.51,7.22,1.77,Yes,0,1,2.0,"Mobile App, Hardware Token, Biometric",No,Yes,No
P480,53,Retail,Support,Small,22,Remote,Tablet,8.1,Hardware Token,3,27,Adaptive ZTA,14,11,8,300,387,29.0,1.87,140.53,5.0,7.42,7.38,5.11,3.67,No,0,0,0.25,"Biometric, Hardware Token, Email Link",No,Yes,Yes
P480,53,Retail,Support,Small,22,Remote,Tablet,8.1,Hardware Token,3,27,Biometric ZTA,34,3,3,300,293,-2.33,1.7,-11.31,2.85,7.67,7.96,1.72,5.27,No,1,0,2.0,Email Link,No,Yes,Yes
P481,64,Government,Analyst,Enterprise,3,Home,Mobile,7.2,SSO,3,17,Adaptive ZTA,14,7,12,300,393,31.0,2.8,133.89,4.97,7.79,8.13,3.97,4.24,No,0,0,8.0,"SSO, Mobile App, Hardware Token",No,Yes,Yes
P482,22,Tech,Support,Medium,1,Home,Desktop,8.5,SSO,3,6,Adaptive ZTA,10,11,5,300,335,11.67,0.83,59.77,4.89,8.42,8.4,4.12,4.45,No,0,0,2.0,"Hardware Token, Email Link, Password",No,Yes,Yes
P482,22,Tech,Support,Medium,1,Home,Desktop,8.5,SSO,3,6,Traditional,3,2,6,300,324,8.0,0.3,40.98,2.55,4.78,8.06,3.18,4.28,No,0,0,24.0,"Biometric, SSO, Mobile App",No,No,Yes
P483,56,Insurance,Developer,Medium,2,Office,Tablet,9.5,Password+SMS,6,25,Biometric ZTA,38,3,4,300,329,9.67,2.53,55.03,2.67,7.53,9.67,3.56,5.24,No,1,0,2.0,"Biometric, Password",No,Yes,Yes
P483,56,Insurance,Developer,Medium,2,Office,Tablet,9.5,Password+SMS,6,25,Adaptive ZTA,11,5,8,300,348,16.0,1.47,91.09,3.72,7.0,6.14,3.23,4.05,No,0,0,0.25,"Email Link, Mobile App, Biometric",No,Yes,No
P484,53,Retail,Support,Large,16,Hybrid,Desktop,8.6,Password+SMS,6,28,Traditional,6,3,28,300,391,30.33,2.8,157.16,2.16,5.29,8.89,2.04,5.0,No,0,0,0.5,"Mobile App, Email Link, SSO",No,No,Yes
P485,32,Manufacturing,Analyst,Large,6,Hybrid,Laptop,7.2,Password-only,8,14,Traditional,8,1,14,300,309,3.0,1.87,13.01,2.13,5.54,8.52,2.54,4.85,No,0,0,24.0,"Mobile App, Biometric",No,No,Yes
P486,54,Insurance,Admin,Large,18,Office,Mobile,7.5,LDAP,2,16,Adaptive ZTA,8,6,6,300,326,8.67,0.8,39.15,3.44,7.32,8.45,4.6,4.43,No,0,0,0.25,"SSO, Email Link",No,Yes,Yes
P487,28,Manufacturing,Analyst,Medium,5,Office,Desktop,9.5,Hardware Token,5,29,Biometric ZTA,30,7,4,300,320,6.67,2.0,38.01,4.7,7.07,7.56,2.71,4.31,No,1,0,8.0,"SSO, Biometric",No,Yes,Yes
P487,28,Manufacturing,Analyst,Medium,5,Office,Desktop,9.5,Hardware Token,5,29,Aggressive ZTA,40,39,9,300,639,100.0,6.0,570.21,9.53,9.19,2.68,7.35,1.25,No,2,3,4.0,"Mobile App, Biometric, Password",No,Yes,No
P488,62,Education,Analyst,Medium,28,Office,Mobile,9.0,SSO,2,8,Adaptive ZTA,14,7,9,300,364,21.33,2.1,115.13,5.55,8.96,8.93,4.09,4.56,No,0,1,8.0,"SSO, Biometric",No,Yes,Yes
P489,23,Government,Executive,Medium,1,Office,Mobile,7.3,LDAP,3,21,Adaptive ZTA,9,7,8,300,373,24.33,1.2,107.17,5.4,7.46,6.83,5.52,3.34,No,0,0,4.0,"Mobile App, Biometric, SSO",No,Yes,No
P489,23,Government,Executive,Medium,1,Office,Mobile,7.3,LDAP,3,21,Aggressive ZTA,54,26,12,300,618,100.0,10.8,440.41,7.28,8.67,3.22,7.41,1.8,No,0,0,2.0,SSO,No,Yes,No
P490,45,Manufacturing,Admin,Medium,19,Office,Mobile,7.5,Biometric,8,12,Traditional,8,2,12,300,317,5.67,1.6,25.52,3.46,4.25,8.48,3.64,3.91,No,0,0,0.25,"Password, Mobile App, Hardware Token",No,No,Yes
P491,53,Retail,Developer,Medium,25,Hybrid,Mobile,7.4,Password+Email,8,21,Adaptive ZTA,11,6,11,300,362,20.67,2.02,91.87,4.95,8.0,8.93,4.22,4.44,No,0,0,8.0,Password,No,Yes,Yes
P491,53,Retail,Developer,Medium,25,Hybrid,Mobile,7.4,Password+Email,8,21,Aggressive ZTA,35,45,17,300,1052,100.0,9.92,444.52,9.9,8.5,3.13,7.69,1.01,No,0,0,8.0,"Hardware Token, Email Link",No,Yes,No
P492,39,Healthcare,Developer,Large,4,Remote,Laptop,8.0,LDAP,7,5,Aggressive ZTA,53,45,20,300,1187,100.0,17.67,481.44,9.61,8.65,2.23,8.98,1.0,Yes,2,3,0.5,"Hardware Token, Email Link, SSO",No,Yes,No
P492,39,Healthcare,Developer,Large,4,Remote,Laptop,8.0,LDAP,7,5,Traditional,7,2,5,300,302,0.67,0.58,3.21,3.74,5.72,8.32,2.98,4.33,No,0,0,0.25,"Biometric, SSO",No,No,Yes
P493,51,Tech,Developer,Large,27,Hybrid,Desktop,8.2,Password-only,7,19,Aggressive ZTA,38,30,14,300,700,100.0,8.87,494.41,8.42,9.53,1.2,8.36,1.0,Yes,1,1,0.5,"Mobile App, SSO, Password",No,Yes,No
P493,51,Tech,Developer,Large,27,Hybrid,Desktop,8.2,Password-only,7,19,Biometric ZTA,28,3,5,300,309,3.0,2.33,14.83,3.31,7.27,9.34,2.94,5.09,No,0,0,4.0,"Email Link, Hardware Token, Biometric",No,Yes,Yes
P494,39,Education,Support,Large,9,Hybrid,Tablet,7.1,LDAP,7,21,Aggressive ZTA,58,34,12,300,703,100.0,11.6,423.65,9.27,9.34,2.67,8.84,1.0,Yes,0,4,8.0,"Password, Biometric",No,Yes,No
P495,31,Banking,Executive,Large,9,Office,Tablet,7.6,Password+SMS,6,15,Adaptive ZTA,14,9,9,300,398,32.67,2.1,148.57,3.6,7.8,8.53,4.8,4.48,No,0,1,2.0,"Password, Hardware Token",No,Yes,Yes
P496,37,Education,Developer,Enterprise,12,Hybrid,Tablet,7.7,Password+SMS,8,12,Traditional,8,1,12,300,328,9.33,1.6,43.02,3.79,4.46,8.73,2.41,4.25,No,0,0,0.25,"Password, SSO, Hardware Token",No,No,Yes
P497,36,Retail,Analyst,Medium,1,Remote,Laptop,10.0,SSO,2,23,Aggressive ZTA,40,32,17,300,831,100.0,11.33,598.44,7.28,8.5,2.79,9.24,1.19,Yes,0,1,2.0,"Mobile App, Password, Hardware Token",No,Yes,No
P497,36,Retail,Analyst,Medium,1,Remote,Laptop,10.0,SSO,2,23,Traditional,2,3,23,300,349,16.33,0.77,97.74,3.85,4.98,8.98,3.59,4.13,No,0,0,0.25,"Password, Hardware Token, Mobile App",No,No,Yes
P498,22,Manufacturing,Executive,Enterprise,1,Office,Laptop,9.9,Biometric,7,10,Adaptive ZTA,11,7,7,300,343,14.33,1.28,85.5,5.21,8.46,6.59,3.63,4.05,No,0,0,2.0,Email Link,No,Yes,No
P499,50,Retail,Manager,Small,24,Hybrid,Tablet,7.5,Hardware Token,3,16,Aggressive ZTA,45,37,8,300,586,95.33,6.0,426.81,8.12,9.07,3.05,9.68,1.08,No,0,1,0.25,SSO,No,Yes,No
P500,28,Manufacturing,Analyst,Large,2,Hybrid,Tablet,7.5,SSO,7,21,Biometric ZTA,33,3,5,300,312,4.0,2.75,17.93,2.95,8.21,9.78,3.39,5.41,No,0,0,2.0,"SSO, Password",No,Yes,Yes
